envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
502	6054000	6054000	6054000	5814000	6054000	6294000	
503	6051000	6051000	6051000	5811000	6051000	6291000	
504	6072000	6048000	6048000	5928000	6048000	6288000	
505	6093000	6045000	6165000	5925000	6045000	6285000	
506	6090000	6042000	6162000	5922000	6042000	6282000	
507	6111000	6039000	6159000	5919000	6159000	6279000	
508	6132000	6036000	6156000	5916000	6276000	6276000	
509	6153000	6033000	6153000	6033000	6273000	6273000	
510	6150000	6030000	6150000	6030000	6270000	6270000	
511	6171000	6027000	6147000	6147000	6267000	6267000	
512	6168000	6024000	6144000	6144000	6264000	6264000	
513	6189000	6021000	6141000	6141000	6261000	6381000	
514	6210000	6018000	6138000	6258000	6258000	6378000	
515	6255000	6135000	6135000	6375000	6255000	6375000	
516	6252000	6132000	6132000	6372000	6252000	6372000	
517	6249000	6129000	6129000	6369000	6249000	6369000	
518	6246000	6126000	6126000	6366000	6246000	6366000	
519	6291000	6123000	6243000	6363000	6363000	6363000	
520	6336000	6240000	6240000	6360000	6480000	6360000	
521	6357000	6237000	6237000	6477000	6477000	6357000	
522	6354000	6234000	6234000	6474000	6474000	6354000	
523	6399000	6351000	6231000	6591000	6471000	6351000	
524	6444000	6468000	6228000	6588000	6588000	6348000	
525	6465000	6465000	6225000	6705000	6585000	6345000	
526	6486000	6462000	6222000	6822000	6582000	6342000	
527	6483000	6459000	6219000	6819000	6579000	6339000	
528	6504000	6456000	6216000	6816000	6696000	6336000	
529	6501000	6453000	6213000	6813000	6693000	6333000	
530	6546000	6450000	6210000	6810000	6810000	6450000	
531	6567000	6447000	6327000	6807000	6807000	6447000	
532	6564000	6444000	6324000	6804000	6804000	6444000	
533	6561000	6441000	6321000	6801000	6801000	6441000	
534	6582000	6438000	6438000	6798000	6798000	6438000	
535	6579000	6435000	6435000	6795000	6795000	6435000	
