envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
454	5742000	5598000	6078000	5958000	5958000	5118000	
455	5739000	5595000	6075000	5955000	5955000	5115000	
456	5736000	5592000	6072000	5952000	5952000	5112000	
457	5733000	5589000	6069000	5949000	5949000	5109000	
458	5754000	5586000	6066000	6066000	5946000	5106000	
459	5751000	5583000	6063000	6063000	5943000	5103000	
460	5748000	5580000	6060000	6060000	5940000	5100000	
461	5769000	5697000	6057000	6057000	5937000	5097000	
462	5790000	5814000	6054000	6054000	5934000	5094000	
463	5811000	5811000	6171000	6051000	5931000	5091000	
464	5808000	5808000	6168000	6048000	5928000	5088000	
465	5805000	5805000	6165000	6045000	5925000	5085000	
466	5802000	5802000	6162000	6042000	5922000	5082000	
467	5799000	5799000	6159000	6039000	5919000	5079000	
468	5796000	5796000	6156000	6036000	5916000	5076000	
469	5841000	5913000	6273000	6033000	5913000	5073000	
470	5838000	5910000	6270000	6030000	5910000	5070000	
471	5859000	5907000	6267000	6027000	5907000	5187000	
472	5880000	6024000	6264000	6024000	5904000	5184000	
473	5901000	6021000	6261000	6021000	6021000	5181000	
474	5898000	6018000	6258000	6018000	6018000	5178000	
475	5919000	6135000	6255000	6015000	6015000	5175000	
476	5916000	6132000	6252000	6012000	6012000	5172000	
477	5913000	6129000	6249000	6009000	6009000	5169000	
478	5910000	6126000	6246000	6006000	6006000	5166000	
479	5907000	6123000	6243000	6003000	6003000	5163000	
480	5904000	6120000	6240000	6e+06	6e+06	5160000	
481	5901000	6117000	6237000	5997000	5997000	5157000	
482	5898000	6114000	6234000	5994000	5994000	5154000	
483	5895000	6111000	6231000	5991000	5991000	5151000	
484	5916000	6108000	6228000	5988000	5988000	5268000	
485	5913000	6105000	6225000	5985000	5985000	5265000	
486	5910000	6102000	6222000	5982000	5982000	5262000	
487	5931000	6099000	6219000	6099000	5979000	5259000	
488	5928000	6096000	6216000	6096000	5976000	5256000	
489	5949000	6093000	6213000	6093000	5973000	5373000	
490	5946000	6090000	6210000	6090000	5970000	5370000	
491	5943000	6087000	6207000	6087000	5967000	5367000	
492	5940000	6084000	6204000	6084000	5964000	5364000	
493	5985000	6201000	6201000	6081000	6081000	5361000	
494	6030000	6198000	6198000	6198000	6198000	5358000	
495	6075000	6315000	6315000	6195000	6195000	5355000	
496	6096000	6432000	6312000	6192000	6192000	5352000	
497	6093000	6429000	6309000	6189000	6189000	5349000	
498	6114000	6426000	6306000	6306000	6186000	5346000	
499	6159000	6423000	6423000	6303000	6183000	5463000	
500	6156000	6420000	6420000	6300000	6180000	5460000	
501	6225000	6537000	6417000	6297000	6297000	5577000	
502	6222000	6534000	6414000	6294000	6294000	5574000	
503	6243000	6531000	6411000	6411000	6291000	5571000	
504	6240000	6528000	6408000	6408000	6288000	5568000	
505	6261000	6525000	6405000	6405000	6285000	5685000	
506	6306000	6522000	6522000	6402000	6402000	5682000	
507	6375000	6639000	6639000	6519000	6399000	5679000	
